# contact :: MSWEP BCI wet-season precipitation - Panama drought 2023, c.barnes22@imperial.ac.uk 
# pr [mm] annual mean of May-December precipitation at panama_pr-wetseason_mswep-bci.dat
# year pr
1979 32 CO Colombia 0.0
1979 33 PA Panama 2245.875
1979 34 CR "Costa Rica" 0.0
1980 32 CO Colombia 0.0
1980 33 PA Panama 2312.0
1980 34 CR "Costa Rica" 0.0
1981 32 CO Colombia 0.0
1981 33 PA Panama 2370.5625
1981 34 CR "Costa Rica" 0.0
1982 32 CO Colombia 0.0
1982 33 PA Panama 1527.875
1982 34 CR "Costa Rica" 0.0
1983 32 CO Colombia 0.0
1983 33 PA Panama 2241.5
1983 34 CR "Costa Rica" 0.0
1984 32 CO Colombia 0.0
1984 33 PA Panama 2223.375
1984 34 CR "Costa Rica" 0.0
1985 32 CO Colombia 0.0
1985 33 PA Panama 2134.625
1985 34 CR "Costa Rica" 0.0
1986 32 CO Colombia 0.0
1986 33 PA Panama 1750.75
1986 34 CR "Costa Rica" 0.0
1987 32 CO Colombia 0.0
1987 33 PA Panama 2548.3125
1987 34 CR "Costa Rica" 0.0
1988 32 CO Colombia 0.0
1988 33 PA Panama 2346.6875
1988 34 CR "Costa Rica" 0.0
1989 32 CO Colombia 0.0
1989 33 PA Panama 2020.125
1989 34 CR "Costa Rica" 0.0
1990 32 CO Colombia 0.0
1990 33 PA Panama 2164.0
1990 34 CR "Costa Rica" 0.0
1991 32 CO Colombia 0.0
1991 33 PA Panama 1971.375
1991 34 CR "Costa Rica" 0.0
1992 32 CO Colombia 0.0
1992 33 PA Panama 2149.0625
1992 34 CR "Costa Rica" 0.0
1993 32 CO Colombia 0.0
1993 33 PA Panama 2132.25
1993 34 CR "Costa Rica" 0.0
1994 32 CO Colombia 0.0
1994 33 PA Panama 1994.375
1994 34 CR "Costa Rica" 0.0
1995 32 CO Colombia 0.0
1995 33 PA Panama 2210.0
1995 34 CR "Costa Rica" 0.0
1996 32 CO Colombia 0.0
1996 33 PA Panama 2138.5
1996 34 CR "Costa Rica" 0.0
1997 32 CO Colombia 0.0
1997 33 PA Panama 1556.375
1997 34 CR "Costa Rica" 0.0
1998 32 CO Colombia 0.0
1998 33 PA Panama 2371.75
1998 34 CR "Costa Rica" 0.0
1999 32 CO Colombia 0.0
1999 33 PA Panama 3004.75
1999 34 CR "Costa Rica" 0.0
2000 32 CO Colombia 0.0
2000 33 PA Panama 2358.25
2000 34 CR "Costa Rica" 0.0
2001 32 CO Colombia 0.0
2001 33 PA Panama 2111.6875
2001 34 CR "Costa Rica" 0.0
2002 32 CO Colombia 0.0
2002 33 PA Panama 1943.3125
2002 34 CR "Costa Rica" 0.0
2003 32 CO Colombia 0.0
2003 33 PA Panama 2562.8125
2003 34 CR "Costa Rica" 0.0
2004 32 CO Colombia 0.0
2004 33 PA Panama 2731.625
2004 34 CR "Costa Rica" 0.0
2005 32 CO Colombia 0.0
2005 33 PA Panama 1999.9375
2005 34 CR "Costa Rica" 0.0
2006 32 CO Colombia 0.0
2006 33 PA Panama 2564.0
2006 34 CR "Costa Rica" 0.0
2007 32 CO Colombia 0.0
2007 33 PA Panama 2789.8125
2007 34 CR "Costa Rica" 0.0
2008 32 CO Colombia 0.0
2008 33 PA Panama 2239.25
2008 34 CR "Costa Rica" 0.0
2009 32 CO Colombia 0.0
2009 33 PA Panama 2242.1875
2009 34 CR "Costa Rica" 0.0
2010 32 CO Colombia 0.0
2010 33 PA Panama 3173.1875
2010 34 CR "Costa Rica" 0.0
2011 32 CO Colombia 0.0
2011 33 PA Panama 2593.0
2011 34 CR "Costa Rica" 0.0
2012 32 CO Colombia 0.0
2012 33 PA Panama 2498.5625
2012 34 CR "Costa Rica" 0.0
2013 32 CO Colombia 0.0
2013 33 PA Panama 2107.8125
2013 34 CR "Costa Rica" 0.0
2014 32 CO Colombia 0.0
2014 33 PA Panama 2116.8125
2014 34 CR "Costa Rica" 0.0
2015 32 CO Colombia 0.0
2015 33 PA Panama 1937.875
2015 34 CR "Costa Rica" 0.0
2016 32 CO Colombia 0.0
2016 33 PA Panama 2774.4375
2016 34 CR "Costa Rica" 0.0
2017 32 CO Colombia 0.0
2017 33 PA Panama 2243.4375
2017 34 CR "Costa Rica" 0.0
2018 32 CO Colombia 0.0
2018 33 PA Panama 2227.8125
2018 34 CR "Costa Rica" 0.0
2019 32 CO Colombia 0.0
2019 33 PA Panama 2114.75
2019 34 CR "Costa Rica" 0.0
2020 32 CO Colombia 0.0
2020 33 PA Panama 2256.0625
2020 34 CR "Costa Rica" 0.0
2021 32 CO Colombia 0.0
2021 33 PA Panama 2350.375
2021 34 CR "Costa Rica" 0.0
2022 32 CO Colombia 0.0
2022 33 PA Panama 2408.75
2022 34 CR "Costa Rica" 0.0
2023 32 CO Colombia 0.0
2023 33 PA Panama 2300.4375
2023 34 CR "Costa Rica" 0.0
